Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL NAZARE CUNHA LEAO,52104893,GO,Anápolis,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PAULO SERGIO ALVES, 01 Q 16 L 15. RES PEDRO LUDOVICO. 75124-860 Anápolis - GO.",(62) 39022158,Municipal,Não Informado,Não,Em Tramitação,Entre 201 e 500 matrículas de escolarização,Educação Infantil,Atendimento Educacional Especializado,-16.35211056,-48.97058716
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO EDUCACIONAL ELOHIM,52104907,GO,Valparaíso de Goiás,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA H, 40 PARQUE ESPLANADA I. VALPARAISO I - ETAPA A. 72876-021 Valparaíso de Goiás - GO.",(61) 983513735,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL AMELIA JACOB,52104915,GO,Anápolis,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA SANTO ANTONIO, 106 SANTO ANTONIO. 75103-470 Anápolis - GO.",(62) 39022159,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-16.34662067,-48.89901602
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ARCO IRIS E COLEGIO RAZAO UNIDADE 1,52104923,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA SAO SEBASTIAO, 38 QUADRA 101 LOTE 14. VILA AURORA OESTE. 74425-180 Goiânia - GO.",(62) 37735600,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL MARIA MARLI CORREIA TAVARES,52104931,GO,Silvânia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MISACH DA COSTA FERREIRA, Q. 06 L. 04 A 08. RESIDENCIAL ANHANGUERA. 75180-000 Silvânia - GO.",(62) 33321432,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-16.67325851,-48.62184603
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL JOSE DILMA MACIEL,52104940,GO,Montes Claros de Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ANITA LUIZA PINHERO DE SOUSA DA COSTA, SN ST CIDADE DE DEUS. CIDADE DE DEUS. 76255-000 Montes Claros de Goiás - GO.",,Municipal,Não Informado,Não,Em Tramitação,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-15.9973133333333,-51.3915216666667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL SEMEANDO SABER,52104958,GO,Cristalina,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ANTONIA FRANCISCA PASSOS, 849 SETOR OESTE. 73850-000 Cristalina - GO.",(61) 36124948,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-16.78157141,-47.61795101
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO PREMIUM CN,52104966,GO,Caldas Novas,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA TIRADENTES, 8C ITANHANGA I. 75680-350 Caldas Novas - GO.",(64) 34537533,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Médio,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA JUDITH IARA ALVES AUGUSTO,52104974,GO,Rio Verde,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CHIQUINHO SAPATEIRO ESQ. AVENIDA JESUINO VELOSO DO CARMO, QUADRA 18. SETOR MUNICIPAL DE PEQUENAS EMPRESAS. 75910-590 Rio Verde - GO.",(64) 36225011,Municipal,Não Informado,Não,Em Tramitação,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-17.76501164,-50.92371009
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEIBEM CENTRO DE EDUCACAO INFANTIL E BERCARIO ESTRELA DA MANHA,52104982,GO,Novo Gama,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA 33, 09 Q. 102 CASA 09. JARDIM LAGO AZUL. 72865-102 Novo Gama - GO.",(61) 991481195,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA DINA MARIA MIOTTO,52104990,GO,Anápolis,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA BENJAMIM CONSTANT, SN CAMPO ELISIOS. 75103-540 Anápolis - GO.",(62) 39021214,Municipal,Não Informado,Não,Em Tramitação,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-16.3599507,-48.91457551
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL IRENIZE LAURINDO DE SOUZA,52105008,GO,Alexânia,Urbana,A escola não está em área de localização diferenciada,Pública,"R111 ENTRE A R 85 E A 86 AREA ESPECIAL, SN SETOR 13 DE MAIO. SETOR 13 DE MAIO. 72930-000 Alexânia - GO.",,Municipal,Não Informado,Sim,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.080801,-48.5161258
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL TERENCIO PEREIRA FILHO,52105016,GO,Rio Verde,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GUANABARA, ESQUINA COM RUA VALERIANO R. LEAO, S/N QUADRA K. BAIRRO ELDORADO. 75903-002 Rio Verde - GO.",(64) 36203207,Municipal,Não Informado,Não,Em Tramitação,Entre 501 e 1000 matrículas de escolarização,Educação Infantil,,-17.77197,-50.92156833
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA NUBIA ELIENE DOS SANTOS FREITAS,52105024,GO,Anápolis,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA NA6, SN CENTRO. 75148-015 Anápolis - GO.",(62) 39021233,Municipal,Não Informado,Não,Em Tramitação,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-16.40455403,-48.89834178
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PROFESSORA JULIANA MARIA DE SOUSA,52105032,GO,Guapó,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FILOMENA FRANCISCA DA SILVA, SN QD 01 LT 07A10. CENTRO. 75350-000 Guapó - GO.",,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.83493474,-49.54227792
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESPIRITA ANERIA DA COSTA FREITAS,52105040,GO,Santa Helena de Goiás,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA VANY AZEVEDO, Q.40 L.01. JOSE RODRIGUES. 75920-000 Santa Helena de Goiás - GO.",(64) 992826862,Privada,Filantrópica,Não,Sim,Até 50 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-17.80698833,-50.62171667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL ANTONIO PINHEIRO SANTOS,52105059,GO,Catalão,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PARALELA IV, 2001 COPACABANA. 75705-333 Catalão - GO.",(64) 34422476,Municipal,Não Informado,Não,Não,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-18.1326428,-47.90818219
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL INES DIAS DA SILVA,52105067,GO,Catalão,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 308, 301 JARDIM CATALAO. 75708-150 Catalão - GO.",(64) 34414784,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-18.18580469,-47.93599876
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INSTITUTO ATRIO,52105075,GO,Ceres,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA BRASIL, 306 CENTRO. 76300-000 Ceres - GO.",(62) 33073067,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Profissional,,-15.30956781,-49.59432498
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA E CRECHE AMOR PERFEITO,52105083,GO,Novo Gama,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA 462 LOTE 09/11, PARQUE ESTRELA DALVA VI PEDREGAL. 72860-427 Novo Gama - GO.",(61) 991549986,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DO FUTURO DO ESTADO DE GOIAS JOSE LUIZ BITTENCOURT,52105091,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA BF 25 APM 10, 45 Q. 46 L. 15 ANEXO F. FLORESTA. 74477-134 Goiânia - GO.",(62) 35763836,Estadual,Não Informado,Não,Em Tramitação,Entre 201 e 500 matrículas de escolarização,Educação Profissional,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,IFG - CAMPUS INHUMAS,52105202,GO,Inhumas,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA UNIVERSITARIA, QD UNICA. SETOR VALE DAS GOIABEIRAS. 75402-556 Inhumas - GO.",(62) 35149501,Federal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-16.37184,-49.49915
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EJA PROFESSORA ONILDES DE FATIMA DA ROCHA,52105547,GO,Caldas Novas,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA NACOES UNIDAS, SN SETOR SAO JOSE. 75680-258 Caldas Novas - GO.",(64) 34543588,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação de Jovens Adultos,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO UNIDESC,52105555,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Privada,"BR 040, JARDIM FLAMBOYANT. 72852-580 Luziânia - GO.",(61) 986210045,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA FAROL,52105563,GO,Senador Canedo,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA SANTOS DUMONT, Q. 6A L. 13. SETOR CENTRAL 2. 75251-437 Senador Canedo - GO.",(62) 35120514,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DIG JOY,52105571,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA R4, SN QD 2 LT 29. SETOR SOLAR SANTA RITA. 74395-026 Goiânia - GO.",(62) 992436107,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL CELIA DOS SANTOS DE OLIVEIRA DE JESUS,52105580,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GASPER LIBERO, QUADRA 60 LOTE A/14. JARDIM INGA. 72850-250 Luziânia - GO.",(61) 982724211,Municipal,Não Informado,Não,Em Tramitação,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-16.14665452,-47.9536406
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEMEI OSVALDO FELICIO DE OLIVEIRA,52105598,GO,Cocalzinho de Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ITAMAR, Q 14 L 14. RESIDENCIAL ITAMAR NOBREGA I. 72979-000 Cocalzinho de Goiás - GO.",(62) 998365214,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,Atendimento Educacional Especializado,-15.7445528,-48.40886569
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EMEI ANTONIO SEBASTIAO DA SILVA,52105601,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Pública,"AV GOVERNADOR JOSE FELICIANO FERREIRA, Q CM LOTE 03. JARDIM INGA. 72850-310 Luziânia - GO.",,Municipal,Não Informado,Não,Em Tramitação,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-16.1420521,-47.96324836
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA CANTINHO DA CRIANCA,52105610,GO,Catalão,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA 20 DE AGOSTO, 1118 CASA. CENTRO. 75705-650 Catalão - GO.",(64) 34412843,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-18.16859229,-47.94992984
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO EDUCACIONAL PRESBITERIANO MARGARIDA PITTMAN,52105628,GO,Caiapônia,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA ANA MARIA DE JESUS SILVA, S/N JARDIM GOIAS. 75850-000 Caiapônia - GO.",(64) 992124731,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.96186667,-51.810075
ESCOLA PARALISADA,ESCOLA MUNICIPAL JOVITA GONCALVES DA SILVA,52105636,GO,Santa Bárbara de Goiás,Urbana,Não Informado,Pública,"AV ANTONIO MOREIRA SOBRINHO, 97 QD 52 LT 01. CENTRO. 75398-000 Santa Bárbara de Goiás - GO.",(62) 36831148,Municipal,Não Informado,Não,,,,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ADVENTISTA DE VALPARAISO,52105644,GO,Valparaíso de Goiás,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA 29, S/N QUADRA 35 L. 10. PARQUE ESPLANADA III. 72876-335 Valparaíso de Goiás - GO.",(61) 981880062,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL LEONOR ALCIONI DE MELLO,52105652,GO,Goianira,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 8, QUADRA 13 AREA 1. VILA VERDES MARES 2 ETAPA. 75363-154 Goianira - GO.",(62) 35162635,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL DOLORES TRONCOSO CHAVES - DONA LOLITA,52105660,GO,Morrinhos,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA ANTONIO TITO EQUIPAMENTO COMUNITARIO I, S/N QUADRA T, LOTE 01. SETOR GENOVEVA ALVES. 75650-000 Morrinhos - GO.",(64) 34172186,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-17.7172998,-49.10578826
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DOM ANAPOLIS,52105687,GO,Anápolis,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA JUSCELINO KUBITSCHEK, 2190 JK PARQUE INDUSTRIAL NOVA CAPITAL. 75114-225 Anápolis - GO.",(62) 30997409,Privada,Particular,Não,Em Tramitação,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO LUMEN,52105695,GO,Anápolis,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA SAO FRANCISCO DE ASSIS, 750 JUNDIAI. 75110-815 Anápolis - GO.",(62) 30996686,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Médio,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO EDUCACIONAL EVANGELICO PASTOR ANTONIO MARTINS DA ROCHA - CEEPRAM,52105709,GO,Minaçu,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA 07, 674 CENTRO. 76450-000 Minaçu - GO.",(62) 33794047,Privada,Confessional,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-13.5335292,-48.21988245
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CMEI PROFESSORA NELIA DE ALMEIDA RODRIGUES,52105717,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CECILIA MEIRELES, QUADRA 109, LOTE 04. PARQUE ESTRELA DALVA I. 72820-140 Luziânia - GO.",(61) 998405470,Municipal,Não Informado,Não,Em Tramitação,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-16.25278719,-47.90437605
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO CONECTAR LTDA-ME,52105725,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA RIO BRANCO, 560 QUADRA 71. SETOR URIAS MAGALHAES. 74565-070 Goiânia - GO.",(62) 32100420,Privada,Particular,Não,Em Tramitação,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA EXATINHO,52105733,GO,Iporá,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA LAZARO VIEIRA, 292 CENTRO. 76200-000 Iporá - GO.",(64) 36031908,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-16.44306445,-51.12351545
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO POLI 10,52105741,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA 3, 950 QUADRA 20, LOTE 22. SETOR CENTRAL. 74030-071 Goiânia - GO.",(62) 39226382,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação de Jovens Adultos,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO GRADUAL,52105750,GO,Águas Lindas de Goiás,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA 18 LOTES 01/15, RUA MINAS GERAIS. JARDIM GUAIRA I. 72912-633 Águas Lindas de Goiás - GO.",(61) 36184891,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA CASINHA FELIZ,52105768,GO,Catalão,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA BELA VISTA, 57 SETOR CENTRAL. 75701-170 Catalão - GO.",(64) 996113190,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-18.16917373,-47.9511574
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO UNUS KIDS,52105776,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA CANUMA, 30 Q. 49 L. 01/02. PARQUE AMAZONIA. 74840-540 Goiânia - GO.",(62) 32483643,Privada,Particular,Não,Em Tramitação,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,,
ESCOLA EXCLUSIVA DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO,ESCOLA ESPECIAL DE EDUCACAO BASICA SAO VICENTE DE PAULO,52105784,GO,Trindade,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA CORONEL GABRIEL ALVES DE CARVALHO, SANTUARIO. 75388-596 Trindade - GO.",(62) 35069022,Privada,Filantrópica,Sim,Sim,Escola sem matrícula de escolarização,,Atendimento Educacional Especializado,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BERCARIO E ESCOLA SAGRADA FAMILIA,52105792,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA C 18, 304 Q. 174 L. 13. SETOR SUDOESTE. 74303-030 Goiânia - GO.",(62) 41041177,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,GREENWAY SCHOOL,52105814,GO,Anápolis,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA SAO JOAO, 145 PARQUE SAO JOAO. 75126-205 Anápolis - GO.",(62) 983052265,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL RECANTO DA CRIANCA,52105822,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JC14, 746 QD AREA LT APM 26. JARDIM CURITIBA. 74481-250 Goiânia - GO.",(62) 35956646,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-16.60261342,-49.33314619
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE MUNICIPAL TIA CELIA,52105830,GO,Santa Terezinha de Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 3, QUADRA C. SETOR CAICARA. 76500-000 Santa Terezinha de Goiás - GO.",(62) 982319494,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-14.42745724,-49.70295478
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA PEQUENOS BRILHANTES,52105849,GO,Alexânia,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA 33, Q. 159 L. 10. NOVA FLORIDA. 72930-000 Alexânia - GO.",(62) 992314850,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.0890576895476,-48.4991810471271
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ATRIUM,52105857,GO,Anápolis,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA 27, 200 Q. 33 L. 26/25. JK PARQUE INDUSTRIAL NOVA CAPITAL. 75114-460 Anápolis - GO.",(62) 33145702,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ELLOS,52105865,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA 3, Q. 3 L. 8. RESIDENCIAL FORTALEZA. 74476-030 Goiânia - GO.",(62) 35936009,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INSTITUTO ABRIGO CORACAO DE JESUS - CEI CORACAO DE JESUS,52105873,GO,Aparecida de Goiânia,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA X 24, QUADRA 10 LT 34. JARDIM OLIMPICO. 74922-320 Aparecida de Goiânia - GO.",(62) 35980795,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,,
ESCOLA PARALISADA,COLEGIO VITORIA - UNIDADE II,52105881,GO,Goiânia,Urbana,Não Informado,Privada,"AVENIDA PARANAIBA, 190 QUADRA B LOTES 27/28. SETOR CENTRAL. 74020-010 Goiânia - GO.",(62) 32247527,Privada,Não Informado,Não,,,,,-16.67111428,-49.25181735
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA VIVANT,52105890,GO,Anápolis,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA CORONEL OLIMPIO BARBOSA MELLO, 190 JUNDIAI. 75110-170 Anápolis - GO.",(62) 37028775,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CNM - COLEGIO NOVO MILENIO,52105903,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA 612, 375 QD. 573, LOTES14/18. AEROVIARIO. 74435-290 Goiânia - GO.",(62) 32953928,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MEU PRIMEIRO PASSO,52105911,GO,Anápolis,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA 4, Q. 32 L. 16. CONJUNTO HABITACIONAL VILA UNIAO. 75136-026 Anápolis - GO.",(62) 992125060,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO META BURITI,52105920,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA RIO NEGRO, Q. 44 L. 07/09. PARQUE AMAZONIA. 74840-520 Goiânia - GO.",(62) 32800671,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,,
