CNES,RAZAO_SOCIAL,NOME_FANTASIA,LOGRADOURO,NUMERO,COMPLEMENTO,BAIRRO,CEP,TELEFONE,EMAIL,CODIGO_IBGE,POSSUI_VINCULO_SUS,TIPO_UNIDADE,TIPO_ESTABELECIMENTO,LATITUDE,LONGITUDE
2437104,PREFEITURA MUNICIPAL DE PIRENOPOLIS GOIAS,UNIDADE DE SAUDE DE JARANAPOLIS,RUA LAGO DAS ROSAS,S/N,POV JARANAPOLIS,ZONA RURAL,72980000,-,saudepirenopolis@gmail.com,521730,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-16.0193365,-49.1129424
2437112,PREFEITURA MUNICIPAL DE PIRENOPOLIS GOIAS,POSTO DE SAUDE DE RADIOLANDIA,POVOADO RADIOLANCIA,S/N,-,ZONA RURAL,72980000,-,saudepirenopolis@gmail.com,521730,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-16.074217822546427,-49.11391854286194
2437791,PREFEITURA MUNICIPAL DE PIRENOPOLIS GOIAS,POSTO DE SAUDE DO BOM JESUS,POVOADO BOM JESUS,S/N,-,ZONA RURAL,72980000,-,saudepirenopolis@gmail.com,521730,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-15.763907392580663,-49.15874361991882
2437805,PREFEITURA MUNICIPAL DE PIRENOPOLIS GOIAS,POSTO DE SAUDE DE CAXAMBU,POVOADO CAXAMBU,S/N,-,ZONA RURAL,72980000,-,saudepirenopolis@gmail.com,521730,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-16.013816314664243,-49.04260665178299
2437821,PREFEITURA MUNICIPAL DE PIRENOPOLIS GOIAS,POSTO DE SAUDE DA CAPELA,POVOADO CAPELA,S/N,QD LT,ZONA RURAL,72980000,( ),saudepirenopolis@gmail.com,521730,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-15.651645393569225,-48.99771451950073
2383136,PREFEITURA MUNICIPAL DE PORTELANDIA,UBS JOAO FRANCISCO DE OLIVEIRA,RUA PARANA,S/N,-,VILA MUTIRAO,75843000,(64) 36661415,ubs@portelandia.go.gov.br,521810,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-17.3539939,-52.6811821
2762536,PREFEITURA MUNICIPAL DE PORTELANDIA,HOSPITAL OTACILIO JOSE REZENDE PORTELANDIA,RUA 14 ESQUINA COM AVENIDA 03,S/N,QD 34 LT 01,SETOR SUL,75843000,(64) 3666 1173,saude@portelandia.go.gov.br,521810,SIM,PUBLICA MUNICIPAL,HOSPITAL GERAL,-17.354388975139567,-52.68002808094025
6507344,PREFEITURA MUNICIPAL DE PORTELANDIA,SECRETARIA MUNICIPAL DE SAUDE DE PORTELANDIA,AVENIDA JK,S/N,-,SETOR NORTE,75843000,64-3666 11 59,saude@portelandia.go.gov.br,521810,SIM,PUBLICA MUNICIPAL,CENTRAL DE GESTAO EM SAUDE,-17.3565777,-52.6757051
7094086,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,SECRETARIA MUNICIPAL DE SAUDE DE QUIRINOPOLIS,AV LEOCARDIO DE SOUZA REIS,48,QD 18 LT 24,CONJUNTO ELDORADO,75860000,64-3651-8884,-,521850,SIM,PUBLICA MUNICIPAL,CENTRAL DE GESTAO EM SAUDE,-18.448,-50.452
3630013,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,NUCLEO DE CONTROLE DE VETORES E ENDEMIAS,AV LEOCADIO DE SOUZA REIS,48,QD 24 LT 18,CONJUNTO ELDORADO,75860000,64-9279-3667,secsaudequiri@bol.com.br,521850,SIM,PUBLICA MUNICIPAL,UNIDADE DE VIGILANCIA EM SAUDE,-18.4487278,-50.442316
3630072,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,UBS IX TONHO MARIQUINHA,RUA JOSE VICENTE DE PAULA ESQUINA RUA JOSE SALOMAO,S/N,-,CENTRO,75860000,64-9279-1208,secsaudequiri@bol.com.br,521850,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-18.448,-50.452
3630048,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,CREQ CENTRO DE REABILITACAO PROF FATIMA VALENTIN,AVENIDA BRASIL,S/N,ESC COM 21 DE ABRIL,BAIRRO SAO FRANCISCO,75860000,(64)9279-1825,secsaudequiri@bol.com.br,521850,SIM,PUBLICA MUNICIPAL,CLINICA/CENTRO DE ESPECIALIDADE,-19.0108965,-50.6723226
7211643,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,UNIDADE MOVEL MEDICA,VIA LEOCARDIO DE SOUZA REIS,S/N,QD 24 LT 18,CONJUNTO ELDORADO,75860000,64-3651-8884,secsaudequi@bol .com.br,521850,SIM,PUBLICA MUNICIPAL,UNIDADE MOVEL TERRESTRE,-18.448,-50.452
3679519,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,CENTRO DE ATENCAO PSICOSSOCIAL DE QUIRINOPOLIS CAPS I,ADOLFO JOSE D ABADIA,88,-,CENTRO,75860000,(64) 9279-1673,secsaudequiri@bol.com.br,521850,SIM,PUBLICA MUNICIPAL,CENTRO DE ATENCAO PSICOSSOCIAL,-18.448,-50.452
2340615,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,UBS I EDINHO COUTO,ALAMEDA PARANAIBA,51,SEDE,SANTO ANTONIO,75860000,(64)9279-1665,secsaudequiri@bol.com.br,521850,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-18.4586901,-50.4566473
2340658,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,UBS VIII LOURIVAL PEREIRA DA SILVA,RUA 11,S/N,PRACA DO BOSQUE,CONJ RIO PRETO,75860000,(64)9279-2046,secsaudequiri@bol.com.br,521850,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-18.5697984,-51.1442894
2340623,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,UBS II ZE TUNICA,RUA BENEDITO LEMOS DO PRADO ESQUINA COM RUA TAVARES,S/N,-,BAIRRO PEDRO CARDOSO,75860000,(64)9279-1291,secsaudequiri@bol.com.br,521850,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-18.448,-50.452
7298935,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,FARMACIA DO CIDADAO,RUA 16 ENTRE 17 E A 18,S/N,-,RESIDENCIAL VIENA,75860000,64-3651-8879,-,521850,SIM,PUBLICA MUNICIPAL,FARMACIA,-18.448,-50.452
2360462,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,UBS IV CORY ANDRADE,RUA 05 ESQUINA COM RUA DAS CLEMENCIAS,S/N,SEDE,ALVORADA,75860000,(64)9279-1565,secsaudequiri@bol.com.br,521850,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-18.448,-50.452
3802019,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,UNIDADE DE VIGILANCIA SANITARIA DE QUIRINOPOLIS,AV LEOCARDIO DE SOUSA REIS,48,-,ELDORADO,75860000,64-9279-1431,secsaudequiri@bol.com.br,521850,SIM,PUBLICA MUNICIPAL,UNIDADE DE VIGILANCIA EM SAUDE,-18.448,-50.452
2360470,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,HOSPITAL MUNICIPAL ANTONIO MARTINS DA COSTA,AV RUI BARBOSA,286,SEDE,CENTRO,75860000,(64)3651-8881,secsaudequiri@bol.com.br,521850,SIM,PUBLICA MUNICIPAL,HOSPITAL GERAL,-18.45262118879455,-50.44589281082153
2360454,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,UBS III GERALDO LEMOS,RUA C1,S/N,QD19 LT 09,CAPELINHA,75860000,(64)9279-1836,secsaudequiri@bol.com.br,521850,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-18.9077632,-50.6599413
7492286,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,UBS X DEVARLEY,RUA PROFESSOR GLICERIO DA CUNHA QD 276,01,-,CENTRO,75860000,36511240,-,521850,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-18.448,-50.452
7492316,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,MARCELINO MESQUITA DE ANDRADE,AVENIDA 7 LAGOAS,S/N,ZONA RURAL,DISTRITO DE DENISLOP,75860000,-,-,521850,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-18.448,-50.452
7492294,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,UBS XI SEBASTIANA PASCOAL,RUA 7 C PRACA DO PERU,S/N,-,ALPHAVILLE,75860000,84220867,-,521850,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-18.448,-50.452
7492138,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,UBS XII HELIO CAIADO FLEURY,RUA MESSIAS PEREIRA COM RUA 8,S/N,-,JARDIM VITORIA,75860000,84297240,-,521850,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-18.448,-50.452
7493339,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,SAD SERVICO DE ATENDIMENTO DOMICILIAR,RUA 16 ENTRE 17 E A 18,S/N,-,RESIDENCIAL VIENA,75860000,64-3651-3700,-,521850,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-18.448,-50.452
3886263,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,UBS VII AUREO BARBOSA,AV RUI BARBOSA ESQUINA COM ALCEU TEODORO,S/N,-,HELIO LEAO III,75860000,(64) 3651-1184,secsaudequiri@bol.com.br,521850,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-18.448,-50.452
5966647,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,UBS XIII CHICO PRETO,R JOSE JOAQUIM CABRAL ESQ C RUA ROBERTO DENTINHO,S/N,-,JARDIM VITORIA,75860000,64-9279-1681,-,521850,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-18.448,-50.452
6530397,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,CONSULTORIO ODONTOLOGICO MUNICIPAL,RUA JOSE QUINTINO LEAO,S/N,SALA 2,CENTRO,75860000,064-9279-2047,-,521850,SIM,PUBLICA MUNICIPAL,CONSULTORIO ISOLADO,-18.4540585,-50.4369565
9429808,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,UBS XIV CHICO PRETO,RUA JOSE JOAQUIM CABRAL ESQ C RUA ROBERTO DENTINHO,S/N,-,JARDIM VITORIA,75860000,64-9279-1681,-,521850,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-18.4524463,-50.4610103
6484743,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,CEO CENTRO DE ESPECIALIDADES ODONTOLOGICAS,AV GARIBALDE TEIXEIRA,86,-,CENTRO,75860000,64-36513575,-,521850,SIM,PUBLICA MUNICIPAL,CLINICA/CENTRO DE ESPECIALIDADE,-18.446697944239297,-50.4532527923584
2805146,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,UBS VI ANTONIO ALVIM MAGALHAES,AV NOSSA SENHORA APARECIDA,S/N,SEDE,SANTANA,75860000,(64)92791518,secsaudequiri@bol.com.br,521850,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-18.448,-50.452
2806363,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,UBS V MILTON BENTO,RUA MARIA ABADIA DE SOUZA,S/N,QD APM LT 01,CONJUNTO HELIO LEAO,75860000,(64)9279-1013,secsaudequiri@bol.com.br,521850,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-18.448,-50.452
2806371,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,CENTRO DE ESPECIALIDADES MEDICAS CEM,RUA 16 ENTRE 17 E A 18,S/N,-,RESIDENCIAL VIENA,75860000,(64)6518890,secsaudequiri@bol.com.br,521850,SIM,PUBLICA MUNICIPAL,CLINICA/CENTRO DE ESPECIALIDADE,-18.448,-50.452
3194701,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,UNIDADE MOVEL DE ODONTOLOGIA II MICROONIBUS,VIA LEOCADIO SOUSA REIS,S/N,QD 24 LT 18,ELDORADO,75860000,(64)3651-8884,secsaudequi@bol.com.br,521850,SIM,PUBLICA MUNICIPAL,UNIDADE MOVEL TERRESTRE,-18.448,-50.452
6679498,PREFEITURA MUNICIPAL DE QUIRINOPOLIS,SAMU QUIRINOPOLIS,RUA JULIO BORGES ESQ COM RUA JOSE QUINTILIANO LEAO,S/N,-,CENTRO,75860000,64 36518865,-,521850,SIM,PUBLICA MUNICIPAL,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,-18.448,-50.452
5050642,PREFEITURA MUNICIPAL DE RIALMA,UNIDADE BASICA DE SAUDE DA FAMILIA 4,RUA 13,S/N,-,CENTRO,76310000,-,-,521860,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.3178914,-49.573512
5050650,PREFEITURA MUNICIPAL DE RIALMA,UNIDADE BASICA DE SAUDE DA FAMILIA 3,RUA 81,S/N,-,RESIDENCIAL NORTE,76310000,-,-,521860,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.3247232,-49.5636281
5050626,PREFEITURA MUNICIPAL DE RIALMA,CENTRO DE SAUDE JOSE WALDEMAR RODRIGUES PSF I,RUA 6,S/N,-,CENTRO,76310000,33232841,-,521860,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.314647,-49.586004
5082404,PREFEITURA MUNICIPAL DE RIALMA,UNIDADE BASICA DE SAUDE RIALMA 2,RUA 48,S/N,-,RIALMA II,76310000,-,-,521860,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.321855,-49.5729983
9201289,PREFEITURA MUNICIPAL DE RIALMA,CAPS SAO MIGUEL,RUA 14,470,-,CENTRO,76310000,-,-,521860,SIM,PUBLICA MUNICIPAL,CENTRO DE ATENCAO PSICOSSOCIAL,-15.315,-49.584
2519569,PREFEITURA MUNICIPAL DE RIALMA,HOSPITAL MUNICIPAL NOSSA SRA DAS GRACAS RIALMA,PCA DA ESTACAO RODOVIARIA,48,-,CENTRO,76310000,(62)3971742,-,521860,SIM,PUBLICA MUNICIPAL,HOSPITAL GERAL,-15.315,-49.584
2887533,PREFEITURA MUNICIPAL DE RIALMA,AMBULANCIA UTI MOVEL,PRACA DA ESTACAO RODOVIARIA,48,-,CENTRO,76310000,-,-,521860,SIM,PUBLICA MUNICIPAL,UNIDADE MOVEL TERRESTRE,-15.315,-49.584
4255321,PREFEITURA MUNICIPAL DE RIALMA,UNIDADE BASICA DE SAUDE DA FAMILIA V SANTA LUCIA,RUA 71,S/N,-,SOL NASCENTE,76310000,-,-,521860,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.32323,-49.56779
6587593,PREFEITURA MUNICIPAL DE RIALMA,SECRETARIA MUNICIPAL DE SAUDE DE RIALMA,RUA 01,171,-,CENTRO,76310000,-,-,521860,SIM,PUBLICA MUNICIPAL,CENTRAL DE GESTAO EM SAUDE,-15.314372,-49.5884117
6835864,PREFEITURA MUNICIPAL DE RUBIATABA,SERVICO MUNICIPAL DE ATENDIMENTO PRE HOSPITALAR,RUA PINDAIBA,44,Q102 L4,CENTRO,76350000,6233251566,-,521890,SIM,PUBLICA MUNICIPAL,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,-15.161990,-49.801988
6863116,PREFEITURA MUNICIPAL DE RUBIATABA,POLO ACADEMIA DA SAUDE,RUA PIQUI PARALELA COM A TATAIRA,S/N,-,BELA VISTA,76350000,6233252033,SAUDERUBIATABA@BOL.COM.BR,521890,SIM,PUBLICA MUNICIPAL,POLO ACADEMIA DA SAUDE,-15.164,-49.803
7254954,PREFEITURA MUNICIPAL DE RUBIATABA,SERVICO DE RESIDENCIA TERAPEUTICA RUBIATABA,RUA CANDIUBA,S/N,CENTRO,CENTRO,76350000,6233252033,elianerubiataba@bol.com.br,521890,SIM,PUBLICA MUNICIPAL,CENTRO DE ATENCAO PSICOSSOCIAL,-15.16416,-49.8044637
6962068,PREFEITURA MUNICIPAL DE RUBIATABA,LABORATORIO REGIONAL DE PROTESE DENTARIA,PRACA INDAIA,S/N,-,CENTRO,76350000,62 3325 2033,sauderubiataba@bol.com.br,521890,SIM,PUBLICA MUNICIPAL,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-15.16281,-49.805343
7371683,PREFEITURA MUNICIPAL DE RUBIATABA,CENTRAL DE REGULACAO,PRACA INDAIA,1,-,CENTRO,76350000,62 33252033,sauderubiataba@bol.com.br,521890,SIM,PUBLICA MUNICIPAL,CENTRAL DE REGULACAO DO ACESSO,-15.16281,-49.805343
7517696,PREFEITURA MUNICIPAL DE RUBIATABA,UNIDADE BASICA DE SAUDE PSF 8,RUA JUAZEIRO,S/N,Q L 5 E 7,RUBIATABINHA,76350000,6233252033,-,521890,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.153177,-49.804044
2381559,PREFEITURA MUNICIPAL DE RUBIATABA,UNIDADE BASICA DE SAUDE PSF 5,RUA PINHEIRO,S/N,-,SETOR AEROPORTO,76350000,(62)3251240,-,521890,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.157682,-49.801654
7566883,PREFEITURA MUNICIPAL DE RUBIATABA,MOTOLANCIA SAMU 192 DE RUBIATABA GO,RUA PINDAIBA,44,Q102L4,CENTRO,76350000,62 33251566,-,521890,SIM,PUBLICA MUNICIPAL,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,-15.161990,-49.801988
5030641,PREFEITURA MUNICIPAL DE RUBIATABA,UNIDADE BASICA DE SAUDE PSF 3,RUA SARANHAO,S/N,ANTIGA CRECHE,CENTRO,76350000,(62) 3325-2033,sauderubiataba@bol.com.br,521890,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.168751,-49.803243
2383837,PREFEITURA MUNICIPAL DE RUBIATABA,UNIDADE BASICA DE SAUDE BRAGOLANDIA,RUA PRINCIPAL,S/N,-,BRAGOLANDIA,76350000,-,-,521890,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-15.258946,-49.789723
2383845,PREFEITURA MUNICIPAL DE RUBIATABA,UNIDADE BASICA DE SAUDE WALDELANDIA,RUA SENADOR GONZAGA,S/N,-,WALDELANDIA,76350000,(62)3251165,-,521890,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-15.216094,-50.004496
2383853,PREFEITURA MUNICIPAL DE RUBIATABA,UNIDADE BASICA DE SAUDE GOIATABA,RUA PRINCIPAL,S/N,-,GOIATABA,76350000,-,-,521890,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-15.283599,-49.844430
2383829,PREFEITURA MUNICIPAL DE RUBIATABA,UNIDADE BASICA DE SAUDE PSF 2,PRACA CEDRINA RUA CEREJEIRA,S/N,-,BELA VISTA,76350000,(62)3251230,-,521890,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.170386,-49.811495
5501636,PREFEITURA MUNICIPAL DE RUBIATABA,UNIDADE BASICA DE SAUDE PSF 4,TRAVESSA CRAVO ESQUINA COM A RUA SANDALO,S/N,-,VILA OPERARIA,76350000,6233252033,sauderubiataba@bol.com.br,521890,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.164896,-49.795360
5584108,PREFEITURA MUNICIPAL DE RUBIATABA,HOSPITAL MUNICIPAL DE RUBIATABA,RUA MANDACARU,S/N,-,SETOR AEROPORTO,76350000,6233252033,sauderubiataba@bol.com.br,521890,SIM,PUBLICA MUNICIPAL,HOSPITAL GERAL,-15.158009272168183,-49.80209827423096
6466338,PREFEITURA MUNICIPAL DE RUBIATABA,UNIDADE BASICA DE SAUDE PSF 6,RUA JUREMA,S/N,-,VILA IPE,76350000,06233252033,SAUDERUBIATABA@BOL.COM.BR,521890,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.159759,-49.817762
6587488,PREFEITURA MUNICIPAL DE RUBIATABA,SECRETARIA MUNICIPAL DE SAUDE DE RUBIATABA,PRACA INDAIA,1,-,CENTRO,76350000,6233252033,-,521890,SIM,PUBLICA MUNICIPAL,CENTRAL DE GESTAO EM SAUDE,-15.162867,-49.805383
6632408,PREFEITURA MUNICIPAL DE RUBIATABA,SAMU,RUA PINDAIBA,44,Q102 L4,CENTRO,76350000,62 3325 1566,sauderubiataba@bol.com.br,521890,SIM,PUBLICA MUNICIPAL,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,-15.161990,-49.801988
6713068,PREFEITURA MUNICIPAL DE RUBIATABA,CENTRO DE ATENCAO PSICOSSOCIAL CAPS,AV CARAIBA,60,Q 60 L 31,CENTRO,76350000,6233251367,-,521890,SIM,PUBLICA MUNICIPAL,CENTRO DE ATENCAO PSICOSSOCIAL,-15.163737,-49.806453
7193076,PREFEITURA MUNICIPAL DE SANCLERLANDIA,UBS CELINA MARQUES GOMES,RUA H,S/N,QD 01 LT 01,SETOR UNIVERSITARIO,76160000,-,-,521900,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-16.198149380749015,-50.31879901885986
6020534,PREFEITURA MUNICIPAL DE SANCLERLANDIA,UBS CRISTIANO COELHO MARQUES DAMASCENO,RUA 7,S/N,QD 01 LT01,CERRADO ALEGRE,76160000,-,-,521900,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-16.207133331233305,-50.306503772735596
6708900,PREFEITURA MUNICIPAL DE SANCLERLANDIA,SECRETARIA M DE SAUDE DE SANCLERLANDIA,AVENIDA CEZOSTE PINTO,334,-,CENTRO,76160000,6436791745,-,521900,SIM,PUBLICA MUNICIPAL,CENTRAL DE GESTAO EM SAUDE,-16.199839054063652,-50.3113317489624
2437643,PREFEITURA MUNICIPAL DE SANTA BARBARA,HOSPITAL MUNICIPAL DE SANTA BARBARA,AV PEDRO LUCIO,1100,-,CENTRO,75398000,(62)6831312,-,521910,SIM,PUBLICA MUNICIPAL,HOSPITAL GERAL,-16.577115360556945,-49.696290493011475
7464592,PREFEITURA MUNICIPAL DE SANTA BARBARA DE GOIAS,NUCLEO DE VIGILANCIA EPIDEMIOLOGICA DE SANTA BARBARA,PRACA JERONIMO BENTO,64,PREDIO,CENTRO,75398000,62-3683-145,sms_santabarbara@hotmail.com,521910,SIM,PUBLICA MUNICIPAL,UNIDADE DE VIGILANCIA EM SAUDE,-16.574277256691058,-49.6921706199646
2440059,PREFEITURA MUNICIPAL DE SANTA BARBARA DE GOIAS,UNIDADE DE SAUDE DA FAMILIA II SANTA BARBARA DE GOIAS,RUA IZABEL SIMAO COSTA Q 4 LT 2A,S/N,PREDIO,CJ MARIANO,75398000,(62)6831312,saudesabar@bol.com.br,521910,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-16.57524386198189,-49.705238342285156
2568853,PREFEITURA MUNICIPAL DE SANTA BARBARA DE GOIAS,UNIDADE DE SAUDE DA FAMILIA I SANTA BARBARA,RUA JOAO ILIDIO,S/N,QD55 LT01,CENTRO,75398000,(62)6831312,sms_santabarbara@bol.com.br,521910,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-16.57600994464228,-49.69509959220886
2768917,PREFEITURA MUNICIPAL DE SANTA BARBARA DE GOIAS,SECRETARIA DE SAUDE DE SANTA BARBARA,PRACA GERONIMO BENTO,64,ANEXO I DA PREFEITUR,CENTRO,75398000,(62)36831445,sms_santabarbara@hotmail.com,521910,SIM,PUBLICA MUNICIPAL,CENTRAL DE GESTAO EM SAUDE,-16.574112727647556,-49.692299365997314
2382334,PREFEITURA MUNICIPAL DE SANTA CRUZ DE GOIAS,CENTRO DE SAUDE SANTA CRUZ DE GOIAS,PRACA PE JULIAO,S/N,-,SETOR CENTRAL,75220000,(62)4721130,-,521920,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-17.316,-48.482
2382342,PREFEITURA MUNICIPAL DE SANTA CRUZ DE GOIAS,POSTO DE SAUDE SANTO ANTONIO DA ESPERANCA SANTA CRUZ,FRANCISCO AMORIM,S/N,-,DISTRITO SANTO ANTON,75220000,(064)34725015,-,521920,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-17.316,-48.482
2438119,PREFEITURA MUNICIPAL DE SANTA CRUZ DE GOIAS,HOSPITAL MUNICIPAL MARIA ABADIA LOBO SANTA CRUZ DE GOIAS,RUA FARRAD ABDALA,S/N,-,CENTRO,75220000,(64)4721111,-,521920,SIM,PUBLICA MUNICIPAL,HOSPITAL GERAL,-17.3162759,-48.4845868
7625596,PREFEITURA MUNICIPAL DE SANTA FE DE GOIAS,NASF III SANTA FE DE GOIAS,RUA SAO DOMINGOS,S/N,-,CENTRO,76265000,62 81941519,-,521925,SIM,PUBLICA MUNICIPAL,POSTO DE SAUDE,-15.7649633,-51.1003952
2381915,PREFEITURA MUNICIPAL DE SANTA FE DE GOIAS,UNIDADE BASICA DE SAUDE IRMA NADIR RODRIGUES,RUA PEDRO FERREIRA DE FREITAS,S/N,QD 2 LT 1,RESIDENCIAL BOA VIST,76265000,62 33851417,-,521925,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-15.769,-51.106
2569949,PREFEITURA MUNICIPAL DE SANTA FE DE GOIAS,LABORATORIO MUNICIPAL DE SANTA FE DE GOIAS,RUA PRESIDENTE VARGAS,S/N,-,CENTRO,76265000,-,-,521925,SIM,PUBLICA MUNICIPAL,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-15.7672568,-51.1021972
2571439,PREFEITURA MUNICIPAL DE SANTA FE DE GOIAS,HOSPITAL MUNICIPAL ANTONIO CARVALHO SANTA FE DE GOIAS,RUA PRESIDENTE VARGAS,S/N,-,CENTRO,76265000,(62)33851112,saudesantafedegoias@hotmail.com,521925,SIM,PUBLICA MUNICIPAL,HOSPITAL GERAL,-15.76697915121787,-51.10206842422485
6390250,PREFEITURA MUNICIPAL DE SANTA FE DE GOIAS,SECRETARIA MUNICIPAL DE SAUDE DE SANTA FE DE GOIAS,SAO DOMINGOS,S/N,QD 18 LT 8,CENTRO,76265000,-,saudesantafedegoias@hotmail.co,521925,SIM,PUBLICA MUNICIPAL,CENTRAL DE GESTAO EM SAUDE,-15.768300767518664,-51.10438585281372
7190484,PREFEITURA MUNICIPAL DE SANTA HELENA DE GOIAS,LABORATORIO REGIONAL DE PROTESE DENTARIA DE SANTA HELENA GO,RUA PEDRO ROMUALDO CABRAL,247,ANEXO,CENTRO,75920000,(64) 3641 8765,-,521930,SIM,PUBLICA MUNICIPAL,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-17.81133351351216,-50.59478759765625
