CÓDIGO MEC,NOME_DA_UNIDADE,DEP. ADMINISTRATIVA,CONVÊNIO,LOGRADOURO,BAIRRO,MUNICIPIO,LATITUDE,LONGITUDE,DATA_CRIACAO_UNIDADE,QUANTIDADE_DE_ALUNOS_MATRICULADOS
52101509,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSOR MARISVALDO CAVALCANTE DE ALMEIDA,MUNICIPAL,NÃO POSSUI,RUA INGLATERRA                                                                                      ,,GOIANÁPOLIS                                       ,,,30/8/2023,0
52055965,ESCOLA MUNICIPAL JOAO BATISTA FILHO,MUNICIPAL,NÃO POSSUI,RUA PERNAMBUCO                                                                                      ,NOVA ACREUNA                                      ,ACREÚNA                                           ,-17.384.936.049.132.000,-50.380.481.054.214.900,8/3/2006,234
52031756,ESC MUL O PEQUENINO,MUNICIPAL,NÃO POSSUI,RUA S BERNARD ESQ COM S FRANCISCO                                                                   ,CENTRO                                            ,APARECIDA DE GOIÂNIA                              ,-16.817.542.486.826.800,-49.245.041.662.361.400,8/3/2006,0
52121240,ESCOLA MUNICIPAL DA PAZ,MUNICIPAL,NÃO POSSUI,RUA NAPOLI COM RUA SARDENHA                                                                         ,JARDIM FLORENÇA                                   ,APARECIDA DE GOIÂNIA                              ,-16.823.684.654.172.300,-49.244.928.359.985.300,28/3/2009,0
52038742,COLÉGIO ESTADUAL DEPUTADO MANOEL MENDONÇA,ESTADUAL,NÃO POSSUI,AV PERIMETRAL                                                                                       ,CENTRO                                            ,HIDROLÂNDIA                                       ,-16.967.117.618.356.000,-49.230.970.144.271.900,8/3/2006,1156
52000214,ESC MUL JOAQUIM DE SOUZA VILAS BOAS                                   ,MUNICIPAL,NÃO POSSUI,RUA A                                                                                               ,VILA SAO JOAO                                     ,CRIXÁS                                            ,-14.533.144.000.000.000,-49.962.750.000.000.000,8/3/2006,0
52016692,ESCOLA MUNICIPAL ELEFANTINHO,MUNICIPAL,NÃO POSSUI,R JOSE CARRILHO                                                                                     ,BOA VISTA                                         ,GOIANÉSIA                                         ,,,8/3/2006,0
52085449,CRECHE MUNICIPAL LAURA VICUNA,MUNICIPAL,NÃO POSSUI,AVENIDA B                                                                                           ,SETOR LESTE                                       ,PADRE BERNARDO                                    ,-15.168.486.000.000.000,-48.280.350.000.000.000,8/3/2006,0
52283380,ESCOLA MUNICIPAL INÁCIO CARNEIRO DA COSTA,MUNICIPAL,NÃO POSSUI,QD 41 LOTE 21/24                                                                                    ,JARDIM BARRAGEM II,ÁGUAS LINDAS DE GOIÁS                             ,,,23/10/2013,0
52014231,ESCOLA MUNICIPAL FAZENDA LAGES,MUNICIPAL,NÃO POSSUI,FAZ LAGES                                                                                           ,,SÃO JOÃO D ALIANÇA                                ,,,8/3/2006,0
52048160,3ª ESCOLA POLO MUNICIPAL RURAL ARARAS NAIR TIECHER                               ,MUNICIPAL,NÃO POSSUI,RODOVIA BRALUZ KM 31.5                                                                              ,ZONA RURAL,LUZIÂNIA                                          ,-16.515.680.000.000.000,-47.940.290.000.000.000,8/3/2006,0
52070050,ESCOLA MUNICIPAL REVERENDO EUDÓXIO,MUNICIPAL,NÃO POSSUI,AV. 21 ESQUINA C/ RUA 18A QD 15                                                                     ,AEROPORTO                                         ,MINEIROS                                          ,-17.555.792.261.610.000,-52.548.227.245.306.900,8/3/2006,0
52087565,CRECHE VILA SANTA TEREZA-NAC,MUNICIPAL,NÃO POSSUI,AV CENTRAL QD. F                                                                                    ,CENTRO                                            ,GOIÂNIA                                           ,,,8/3/2006,0
52057798,ESC MUL JARDIM DE INF GLEFILDES M URZEDA                              ,MUNICIPAL,NÃO POSSUI,AV NOSSA SENHORA DA ABADIA                                                                          ,CENTRO                                            ,VARJÃO                                            ,,,8/3/2006,0
52079376,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL CIBELE TEODORO TELLES,MUNICIPAL,NÃO POSSUI,RUA MARECHAL GOUVEIA                                                                                ,JAIARA                                            ,ANÁPOLIS                                          ,-16.283.052.467.979.600,-48.968.477.788.372.400,8/3/2006,0
52051064,ESCOLA MUNICIPAL CANJICA,MUNICIPAL,NÃO POSSUI,FAZENDA CANJICA                                                                                     ,SETOR LESTE                                       ,PLANALTINA                                        ,-15.454.946.986.565.000,-47.604.526.877.403.300,8/3/2006,0
52012034,ESCOLA MUNICIPAL ENÉAS FERNANDES DE CARVALHO                                   ,MUNICIPAL,NÃO POSSUI,Rua 2014                                                                                            ,VALE DO SOL                                       ,URUAÇU                                            ,-49.123.226.400.000.000,-14.533.421.160.000.000,8/3/2006,97
52176207,ESCOLA MUNICIPAL RURAL MORRO DOIS IRMÃOS,MUNICIPAL,NÃO POSSUI,FAZENDA PIAOZINHO                                                                                   ,ZONA RURAL                                        ,MINEIROS                                          ,-17.709.906.000.000.000,-52.495.903.000.000.000,16/6/2011,0
52075338,ESCOLA MUNICIPAL JOÃO POLICARPO DA COSTA,MUNICIPAL,NÃO POSSUI,RUA PETROBRAS                                                                                       ,CENTRO                                            ,BARRO ALTO                                        ,-14.999.908.122.440.800,-48.803.844.755.748.200,8/3/2006,0
52059669,ESCOLA MUNICIPAL ALEXANDRE ARCIPRETTI                                          ,MUNICIPAL,NÃO POSSUI,RUA DUQUE DE CAXIAS                                                                                 ,NOSSA SRA DA SAUDE                                ,ITUMBIARA                                         ,-18.396.324.000.000.000,-49.199.600.000.000.000,8/3/2006,0
52087859,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL VILA MAUA,MUNICIPAL,NÃO POSSUI,AV GAL CUNHA MATOS                                                                                  ,,GOIÂNIA                                           ,,,8/3/2006,0
52100618,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL JERONIMA HONORATO DIAS,MUNICIPAL,MUNICIPAL,RUA 22 QUADRA 94 LOTES 1 AO 20                                                                      ,CENTRO                                            ,SÃO JOÃO D ALIANÇA                                ,-14.709.143.627.613.000,-47.522.133.189.686.900,27/3/2023,198
52051196,CENTRO DE ENSINO EM PERÍODO INTEGRAL SANTO ANTÔNIO DO DESCOBERTO,ESTADUAL,NÃO POSSUI,RUA 10 C/RUA 2 E RUA 5                                                                              ,VILA MONTES CLAROS II,SANTO ANTÔNIO DO DESCOBERTO                       ,-15.946.133.000.000.000,-48.292.548.000.000.000,8/3/2006,432
52094332,ESC MUL PROF WALTEIDES ALVES RIBEIRO,MUNICIPAL,NÃO POSSUI,Avenida Perimetral 2                                                                                ,NUCLEO RESIDENCIAL                                ,NOVO GAMA                                         ,-16.055.245.000.000.000.000.000,-48.046.730.000.000.000,,165
52008711,ESC MUL JOSE DE ALENCAR                                               ,MUNICIPAL,NÃO POSSUI,RUA 03                                                                                              ,VILA TAVEIRA                                      ,NIQUELÂNDIA                                       ,-14.767.187.800.000.000,-48.624.130.800.000.000,8/3/2006,117
52010287,COLÉGIO ESTADUAL STELLANIS KOPANAKIS PACHECO,ESTADUAL,NÃO POSSUI,RUA 3 ESQ C/ RUA 16 E 17                                                                            ,CENTRO                                            ,PORANGATU                                         ,-13.446.892.000.000.000,-49.145.471.999.999.900,8/3/2006,838
52001016,ESCOLA MUNICIPAL ORLANDO QUAGLIATO,MUNICIPAL,NÃO POSSUI,FAZ BANDEIRANTE                                                                                     ,,NOVA CRIXÁS                                       ,,,8/3/2006,0
52077772,CRECHE DONA DOMICIANA DE MENDONÇA                                     ,MUNICIPAL,NÃO POSSUI,RUA JOÃO AFONSO                                                                                     ,NOROESTE                                          ,ADELÂNDIA                                         ,-16.414.560.000.000.000,-50.166.420.000.000.000,8/3/2006,89
52087786,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL JARDIM CURITIBA-NAC,MUNICIPAL,NÃO POSSUI,AV DO POVO                                                                                          ,TRINDADE                                          ,GOIÂNIA                                           ,,,8/3/2006,0
52088812,COLÉGIO ESTADUAL DA POLÍCIA MILITAR DE GOIÁS FERNANDO PESSOA,ESTADUAL,NÃO POSSUI,RUA JK 59PRAIA DOS AMORES - II ETAPA                                                                ,JARDIM CEU AZUL                                   ,VALPARAÍSO DE GOIÁS                               ,-16.058.327.856.244.900,-48.001.767.396.926.800,8/3/2006,1285
52283402,ESCOLA MUNICIPAL DELMA DO CARMO,MUNICIPAL,NÃO POSSUI,QD 28 A/B                                                                                           ,BOA VISTA                                         ,NOVO GAMA                                         ,-16.060.445.007.510.300,-48.063.913.958.335.800,19/12/2017,345
52105717,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL PROFESSORA NÉLIA DE ALMEIDA RODRIGUES,MUNICIPAL,NÃO POSSUI,RUA CECÍLIA MEIRELES                                                                                ,PARQUE ESTRELA DALVA                              ,LUZIÂNIA                                          ,-16.252.470.000.000.000,-47.904.650.000.000.000,5/1/2023,0
52035042,COLÉGIO ESTADUAL PROFESSORA EVA ASSUNÇÃO,ESTADUAL,NÃO POSSUI,AV LEOPOLDO DE BULHOES                                                                              ,VERA CRUZ II,GOIÂNIA                                           ,-16.679.988.876.259.400,-49.382.445.216.178.800,8/3/2006,1200
52039919,ESCOLA MUNICIPAL PADRE JOSÉ DE ANCHIETA,MUNICIPAL,NÃO POSSUI,Rua Leonel Correia                                                                                  ,ZONA RURAL,TRINDADE                                          ,-16.743.682.076.759.000,-49.603.288.026.523.000,8/3/2006,76
99900386,ESCOLA MUNICIPAL MARCELO CAMELO FERREIRA LIMA,MUNICIPAL,NÃO POSSUI,Rua Otacílio de Castro c/rua José S de Barros                                                       ,CENTRO                                            ,BRITÂNIA                                          ,,,19/3/2015,0
52036243,ESCOLA MUNICIPAL ITAMAR MARTINS FERREIRA,MUNICIPAL,NÃO POSSUI,R T 65 ESQ C/ S-6                                                                                   ,SETOR BELA VISTA                                  ,GOIÂNIA                                           ,,,8/3/2006,0
52121003,ESCOLA BETESDA JARDIM ESPERANÇA,MUNICIPAL,NÃO POSSUI,AV DIVINO PAI ETERNO                                                                                ,JARDIM ESPERANÇA,ANÁPOLIS                                          ,-16.407.841.177.344.000,-48.892.329.500.427.000,15/5/2009,0
52037746,ESCOLA IRMA VENERANDA,MUNICIPAL,NÃO POSSUI,RUA VF 25  QD.21 LT. 42                                                                             ,VILA FINSOCIAL                                    ,GOIÂNIA                                           ,,,8/3/2006,0
52020541,COLÉGIO ESTADUAL POLIVALENTE FREI JOÃO BATISTA,ESTADUAL,NÃO POSSUI,RUA DONA ÉDNA DE OLIVEIRA FARIA                                                                     ,MARACANA                                          ,ANÁPOLIS                                          ,-16.310.851.758.592.500,-48.955.485.820.770.200,8/3/2006,1809
52060411,ESC MUL LAGEADO                                                       ,MUNICIPAL,NÃO POSSUI,FAZENDA LAGEADO                                                                                     ,,MORRINHOS                                         ,,,8/3/2006,0
52016005,CENTRO DE ENSINO EM PERÍODO INTEGRAL PRESIDENTE COSTA E SILVA,ESTADUAL,NÃO POSSUI,RUA 38                                                                                              ,SAO CRISTOVAO                                     ,GOIANÉSIA                                         ,-15.309.386.999.999.900,-49.115.591.999.999.900,23/12/2005,284
52061213,ESC MUL MARIA APARECIDA DOS REIS,MUNICIPAL,NÃO POSSUI,AVENIDA CARMINDO CORDEIRO                                                                           ,SETOR PRIMAVERA                                   ,PIRACANJUBA                                       ,-17.301.901.986.940.400,-49.026.331.321.801.900,8/3/2006,38
52167208,CMEI CRIANÇA CIDADA,MUNICIPAL,NÃO POSSUI,RUA SANTANA                                                                                         ,NELSON BARNABÉ                                    ,SANTO ANTÔNIO DE GOIÁS                            ,-16.457.509.150.435.000,-49.471.451.056.475.900,25/10/2010,0
52001164,ESC MUL DR DORIVAL BRANDAO DE ANDRADE                                 ,MUNICIPAL,NÃO POSSUI,RUA PARANA                                                                                          ,CENTRO                                            ,NOVO PLANALTO                                     ,-13.330.795.600.000.000,-49.810.625.000.000.000,8/3/2006,65
52056350,ESC ADVENTISTA LIBERATO MIRANDA                                       ,MUNICIPAL,NÃO POSSUI,RUA RUI BARBOSA                                                                                     ,SANTANA                                           ,EDÉIA                                             ,,,8/3/2006,0
52055701,ESCOLA MUNICIPAL JUSCELINO KUBITSCHEK                                                            ,MUNICIPAL,NÃO POSSUI,RUA ANTÔNIA CRUZEIRO                                                                                ,JARDIM DAS OLIVEIRAS                              ,SERRANÓPOLIS                                      ,-18.312.016.400.000.000,-51.961.776.500.000.000,8/3/2006,0
52099938,CRECHE MUNICIPAL PROFESSORA MARIA APARECIDA PEDROSA DE OLIVEIRA,MUNICIPAL,NÃO POSSUI,Povoado de Juscelândia                                                                              ,CENTRO                                            ,GOIANÉSIA                                         ,-15.320.000.000.000.000,-49.110.000.000.000.000,24/4/2015,15
52022315,PRE ESC PROFESSORA ELVIRA DOS REIS PEREIRA,MUNICIPAL,NÃO POSSUI,PRACA SAO PEDRO                                                                                     ,DEUSLANDIA                                        ,BRAZABRANTES                                      ,-16.349.256.196.707.000,-49.408.056.869.604.900,8/3/2006,127
52066550,COLÉGIO ESTADUAL ANTÔNIO FERREIRA GOULART,ESTADUAL,NÃO POSSUI,AV ANTONIO TORQUATO                                                                                 ,CENTRO                                            ,OUVIDOR                                           ,-18.235.490.931.830.900,-47.837.862.968.444.800,8/3/2006,534
52012786,ESC MUL JOSE PEREIRA DA SILVA                                         ,MUNICIPAL,NÃO POSSUI,R 02  Q   E  L  01                                                                                  ,VILA PARAISO                                      ,CAMPOS BELOS                                      ,,,8/3/2006,0
52072126,PRE ESC MUL VILA DOMINGUES                                            ,MUNICIPAL,NÃO POSSUI,AV. LAUDELINO DOMINGUES                                                                             ,VILA DOMINGUES                                    ,IPAMERI                                           ,,,8/3/2006,0
52057216,COLÉGIO ESTADUAL POLIVALENTE DE PALMEIRAS DE GOIÁS,ESTADUAL,NÃO POSSUI,AV SEIS DE JULHO                                                                                    ,CENTRO/GOIANINHA                                  ,PALMEIRAS DE GOIÁS                                ,-16.803.868.364.138.000,-49.920.946.972.677.000,8/3/2006,1330
52058395,ESC MUN VICENTE PARREIRA SILVA                                        ,MUNICIPAL,NÃO POSSUI,RUA 09                                                                                              ,CENTRO,CACHOEIRA DOURADA                                 ,-18.474.453.000.000.000,-49.643.443.000.000.000,8/3/2006,0
52054330,COLÉGIO ESTADUAL DO SOL,ESTADUAL,NÃO POSSUI,RUA AUGUSTA BASTOS                                                                                  ,CENTRO                                            ,RIO VERDE                                         ,-17.790.142.085.556.400,-50.984.534.025.192.200,24/12/2005,824
52018938,COLÉGIO ESTADUAL CÂMARA FILHO,ESTADUAL,NÃO POSSUI,RUA 4                                                                                               ,CENTRO                                            ,RIALMA                                            ,-15.319.695.931.201.500,-49.574.486.017.227.100,23/12/2005,329
52000249,ESC MUL UNITARIA RURAL MATO VERDE                                     ,MUNICIPAL,NÃO POSSUI,FAZ MATO VERDE                                                                                      ,,CRIXÁS                                            ,,,8/3/2006,0
52046850,ESCOLA MUNICIPAL IZAIRA MACHADO DE FREITAS CAMARGO,MUNICIPAL,NÃO POSSUI,RUA H                                                                                               ,PARQUE DA COLINA I                                ,FORMOSA                                           ,-15.532.870.000.000.000,-47.301.220.000.000.000,8/3/2006,0
52040925,ESC MUL RIBANCEIRA                                                    ,MUNICIPAL,NÃO POSSUI,FAZ RIBANCEIRA                                                                                      ,,FLORES DE GOIÁS                                   ,,,8/3/2006,0
52097773,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL VALÉRIA PERILLO,MUNICIPAL,NÃO POSSUI,RUA GIRASSOL                                                                                        ,SETOR PALMARES,TRINDADE                                          ,-16.588.876.917.292.000,-49.404.359.115.376.900,30/9/2014,218
52091520,ESC MUL INSTITUTO NOVO GOIAS-INGO                                     ,MUNICIPAL,NÃO POSSUI,CANTEIRO DE OBRAS RUA 06                                                                            ,VILA OPERÁRIA                                     ,CACHOEIRA DOURADA                                 ,,,8/3/2006,0
52042979,ESC MUL GOTINHA DO SABER                                              ,MUNICIPAL,NÃO POSSUI,FAZ CASTELO                                                                                         ,,SIMOLÂNDIA                                        ,,,8/3/2006,0
52066770,ESC MUL ENTRONCAMENTO                                                 ,MUNICIPAL,NÃO POSSUI,MARGEM GO-206 / BR 364                                                                              ,CENTRO                                            ,CACHOEIRA ALTA                                    ,-18.504.517.000.000.000,-51.069.689.000.000.000,8/3/2006,0
52051900,COLÉGIO ESTADUAL PREVISTO DE MORAIS,ESTADUAL,NÃO POSSUI,RUA CRISTIANO DE CASTRO                                                                             ,SETOR NORTE                                       ,CAIAPÔNIA                                         ,-16.948.830.137.442.400,-51.811.271.309.852.600,8/3/2006,593
52029123,ESCOLA MUNICIPAL MODELO,MUNICIPAL,NÃO POSSUI,AV ANICUNS                                                                                          ,SETOR IRANI                                       ,AVELINÓPOLIS                                      ,-16.468.913.605.573.900,-49.759.641.074.295.900,8/3/2006,302
52003868,COLÉGIO ESTADUAL MAL RONDON,ESTADUAL,NÃO POSSUI,RUA 02 QD 8 LT 04/06                                                                                ,CENTRO                                            ,JUSSARA                                           ,-15.921.498.557.994.100,-51.322.562.098.503.100,23/12/2005,92
52018776,ESC MUL FRANCISCO VENANCIO XAVIER                                     ,MUNICIPAL,NÃO POSSUI,FAZ BARREIRO                                                                                        ,,PILAR DE GOIÁS                                    ,,,8/3/2006,0
52024610,COLÉGIO ESTADUAL DIÓGENES DE CASTRO RIBEIRO,ESTADUAL,NÃO POSSUI,R.TRAV  DA CULTURA                                                                                  ,CENTRO                                            ,JARAGUÁ                                           ,-15.754.697.000.657.000,-49.334.873.557.090.700,23/12/2005,1018
52087689,CENTRO DE EDUCAÇÃO INFANTIL VILA FAICALVILE,MUNICIPAL,NÃO POSSUI,RUA F-20                                                                                            ,CENTRO                                            ,GOIÂNIA                                           ,,,8/3/2006,0
52004759,CENTRO MUNICIPAL DE EDUCAÇÃO BÁSICA SEBASTIÃO GRANJA                            ,MUNICIPAL,NÃO POSSUI,RUA ODELINO PARREIRA DE MATOS                                                                       ,VILA UNIÃO                                        ,ARAGARÇAS                                         ,-15.904.958.000.000.000,-52.233.505.000.000.000,8/3/2006,0
52210367,ESCOLA MUNICIPAL PROFESSORA GUIOMAR DE SOUSA SANTANA,MUNICIPAL,NÃO POSSUI,RUA K                                                                                               ,CENTRO                                            ,ALVORADA DO NORTE                                 ,-14.483.710.756.051.000,-46.491.771.588.886.000,3/12/2021,220
52063399,ESCOLA MUNICIPAL BENEDITO LOBO,MUNICIPAL,NÃO POSSUI,AVENIDA DAS PALMEIRAS                                                                               ,CENTRO                                            ,GAMELEIRA DE GOIÁS                                ,-16.486.396.584.194.000,-48.645.992.616.651.000,8/3/2006,387
52089959,ESCOLA MUNICIPAL ANA ROSA DE JESUS                                             ,MUNICIPAL,NÃO POSSUI,RUA PRUDENCIANA MARIA DE JESUS                                                                      ,JARBAS DA COSTA RIBEIRO                           ,CAIAPÔNIA                                         ,-16.957.261.610.000.000,-51.820.971.850.000.000,8/3/2006,0
52061310,COLÉGIO ESTADUAL SANTA RITA DE CASSIA,ESTADUAL,NÃO POSSUI,RUA DOMINGOS DA SILVA NOLASCO                                                                       ,CENTRO                                            ,PONTALINA                                         ,-17.555.104.102.994.000,-49.212.014.757.604.000,24/12/2005,789
52040437,ESCOLA MUNICIPAL PROFESSORA ALAIDE PEREIRA BARBOSA BRITO ,MUNICIPAL,NÃO POSSUI,rua tupiguarani qd48 lt apmjv                                                                       ,CENTRO                                            ,BURITINÓPOLIS                                     ,-14.456.736.000.000.000,-46.429.229.000.000.000,8/3/2006,233
52041085,ESC MUL JOAO FIRMINO DA CUNHA                                         ,MUNICIPAL,NÃO POSSUI,FAZ MALHADA                                                                                         ,,DIVINÓPOLIS DE GOIÁS                              ,,,8/3/2006,0
52007227,ESC MUL ENGENHO D AGUA                                                ,MUNICIPAL,NÃO POSSUI,FAZENDA ENGENHO D'AGUA                                                                              ,,MARA ROSA                                         ,,,8/3/2006,0
52049892,ESCOLA ESTADUAL SANTO AGOSTINHO,ESTADUAL,NÃO POSSUI,PRACA DA BANDEIRA                                                                                   ,ALTO DA LAPA                                      ,PIRENÓPOLIS                                       ,-15.854.847.181.261.000,-48.966.552.717.833.900,8/3/2006,264
52005593,ESCOLA MUNICIPAL PROFESSOR JOSÉ ROSA DE OLIVEIRA,MUNICIPAL,NÃO POSSUI,Rua João Evaristo                                                                                   ,ZONA RURAL,MONTES CLAROS DE GOIÁS                            ,-15.877.301.000.000.000,-51.792.105.000.000.000,8/3/2006,143
52095398,COLÉGIO ESTADUAL DE EDUCAÇÃO DO CAMPO ANTÔNIO PEREIRA MAIA,ESTADUAL,NÃO POSSUI,POV. VILA SERTANEJA                                                                                 ,CENTRO                                            ,UIRAPURU                                          ,-14.091.459.754.542.800,-49.982.471.466.064.400,8/3/2006,78
52122220,ESCOLA MUNICIPAL PASTOR MIGUEL MOREIRA BRAGA,MUNICIPAL,NÃO POSSUI,AV JOSÉ DE DEUS                                                                                     ,ITAMARATY                                         ,ANÁPOLIS                                          ,-16.303.701.800.000.000,-48.973.709.400.000.000,14/3/2009,0
52082288,ESCOLA MUNICIPAL DE EDUCAÇÃO INFANTIL PEDACINHO CEU,MUNICIPAL,NÃO POSSUI,AREA ESPECIAL                                                                                       ,,VALPARAÍSO DE GOIÁS                               ,,,8/3/2006,0
52019462,PRÉ ESCOLAR MUNICIPAL TAPUIAS,MUNICIPAL,NÃO POSSUI,FAZ TAPUIAS                                                                                         ,,RUBIATABA                                         ,,,8/3/2006,0
52214362,CMEI PADRE VITALIS,MUNICIPAL,NÃO POSSUI,RUA 231                                                                                             ,,GOIÂNIA                                           ,,,30/8/2023,0
52056236,ESCOLA MUNICIPAL AUGUSTO AFONSO CORREIA                                        ,MUNICIPAL,NÃO POSSUI,"Rua W2, esquina com a rua Castro                                                                    ",CENTRO                                            ,CEZARINA                                          ,-16.971.944.444.444.000,-49.775.833.333.333.000,8/3/2006,399
52099156,ESCOLA MUNICIPAL DARIO PIRES,MUNICIPAL,NÃO POSSUI,Rua Minas Gerais                                                                                    ,PIRES BELO,CATALÃO                                           ,,,2/10/2014,0
52101150,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL THAISE SANTANA FREIRE PINTO,MUNICIPAL,NÃO POSSUI,AVENIDA D                                                                                           ,SETOR PAI ETERNO                                  ,TRINDADE                                          ,-16.655.706.985.752.400,-49.487.287.402.153.000,15/4/2016,137
52047814,ESC MUL MINGONE I ALDA VIEIRA DE SOUSA                                ,MUNICIPAL,NÃO POSSUI,QD 32 PRAÇA I                                                                                       ,,LUZIÂNIA                                          ,,,8/3/2006,0
52049787,EDUCANDARIO MUL DOM BOSCO,MUNICIPAL,NÃO POSSUI,R SANTANA                                                                                           ,CENTRO                                            ,PIRENÓPOLIS                                       ,,,8/3/2006,0
52107175,ESCOLA MUNICIPAL FRAIN FAQUIM,MUNICIPAL,MUNICIPAL,VIA GENOVEVA QD 26 LT 08                                                                            ,CENTRO                                            ,NOVA VENEZA                                       ,-16.220.750.000.000.000,-49.184.500.000.000.000,3/3/2023,0
52257398,ESCOLA MUNICIPAL WALDIR EMRICK PORTILHO,MUNICIPAL,NÃO POSSUI,Rua Vitalino Carneiro                                                                               ,SANTO AGOSTINHO                                   ,RIO VERDE                                         ,,,15/2/2013,0
99900340,ESCOLA MUNICIPAL PROFESSOR RAIMUNDO DE JESUS PAIVA,MUNICIPAL,NÃO POSSUI,AVENIDA ANÍBAL MODESTO DE OLIVEIRA                                                                  ,CENTRO                                            ,ÁGUA FRIA DE GOIÁS                                ,,,27/2/2013,0
52054500,ESCOLA MUNICIPAL RURAL DE ENSINO FUNDAMENTAL BAUMGART                                    ,MUNICIPAL,NÃO POSSUI,RODOVIA BR 060                                                                                      ,ZONA RURAL,RIO VERDE                                         ,-17.753.570.000.000.000,-51.149.670.000.000.000,8/3/2006,0
52019519,ESCOLA MUNICIPAL MARIA APARECIDA CUNHA,MUNICIPAL,NÃO POSSUI,POV. DE GOIATABA                                                                                    ,,RUBIATABA                                         ,,,8/3/2006,0
52043932,ESCOLA  MUNICIPAL JOSÉ MACHADO LIMA,MUNICIPAL,NÃO POSSUI, POVOADO ALVORADA                                                                                   ,CENTRO                                            ,ALEXÂNIA                                          ,-161.255.129.000.000.000.000.000,-48.594.402.000.000.000.000.000,8/3/2006,60
52082768,ESCOLA MUNICIPAL DE CROMINIA    ,MUNICIPAL,NÃO POSSUI,AVENIDA RIO BRANCO                                                                                  ,CENTRO                                            ,CROMÍNIA                                          ,-17.289.015.175.913.200,-49.378.416.538.238.500,8/3/2006,226
52057593,COLÉGIO ESTADUAL CONEGO TRINDADE,ESTADUAL,NÃO POSSUI,RUA 13 DE MAIO                                                                                      ,CENTRO                                            ,SÃO JOÃO DA PARAÚNA                               ,-16.817.183.859.796.900,-50.410.112.142.562.800,24/12/2005,182
52095851,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL ELENICE DE SOUZA DIAS OLIVEIRA,MUNICIPAL,NÃO POSSUI,AV. TIRADENTES                                                                                      ,SETOR FUNCIONARIOS                                ,TROMBAS                                           ,-16.619.251.846.340.200,-51.341.992.348.608.100,27/10/2021,109
52011500,COLÉGIO ESTADUAL DEPUTADO JOSÉ PORFÍRIO,ESTADUAL,NÃO POSSUI,R VALTENOR DE CASTRO DOURADO                                                                        ,CENTRO                                            ,TROMBAS                                           ,-13.509.914.729.950.300,-48.745.002.150.535.500,9/2/2006,282
52074269,ESC MUL RUTH DE OLIVEIRA RODRIGUES                                    ,MUNICIPAL,NÃO POSSUI,AV PERIMETRAL ESQ/ AV DELFINO                                                                       ,VILA ALVES DE PAULA                               ,NOVA AMÉRICA                                      ,-15.020.782.000.000.000,-49.899.003.000.000.000,8/3/2006,153
52091473,ESCOLA  MUNICIPAL PINGO DE SABEDORIA,MUNICIPAL,NÃO POSSUI,"Quadra 02, área especial  setor leste                                                               ",SETOR LESTE                                       ,PLANALTINA                                        ,-15.455.532.703.535.000,-47.605.488.838.795.900,8/3/2006,471
52043010,ESC MUL LETRINHAS AMIGAS                                              ,MUNICIPAL,NÃO POSSUI,FAZ SAO JOSE                                                                                        ,,SIMOLÂNDIA                                        ,,,8/3/2006,0
52023281,UNIDADE ESCOLAR PÚBLICA MUNICIPAL INFÂNCIA FELIZ,MUNICIPAL,NÃO POSSUI,RUA JOSÉ PEREIRA DA SILVA                                                                           ,ANHANGUERA                                        ,INHUMAS                                           ,161.822.000.000.000.000.000,492.914.000.000.000.000.000,8/3/2006,301
52042324,ESC MUL PROFA MARIA L. DE A. NASCIMENTO                               ,MUNICIPAL,NÃO POSSUI,AVENIDA LEONIDAS AUGUSTO FIGUEIREDO                                                                 ,SETOR MAE BELA                                    ,POSSE                                             ,-14.257.277.890.000.000,-46.384.987.801.245.000,8/3/2006,563
52098460,CENTRO MUNICIPAL DE ENSINO INFANTIL FLORIPES MARIA DE JESUS,MUNICIPAL,NÃO POSSUI,RUA ODÍLIO ÁVILA                                                                                    ,CENTRO                                            ,GUAPÓ                                             ,-16.852.526.000.000.000,-49.545.364.000.000.000,11/5/2022,104
52069672,ESC MUL BOA ESPERANCA                                                 ,MUNICIPAL,NÃO POSSUI,FAZENDA JESSANTE                                                                                    ,,SERRANÓPOLIS                                      ,,,8/3/2006,0
52022072,COLÉGIO ESTADUAL CORONEL ACHILES DE PINA,ESTADUAL,NÃO POSSUI,PRAÇA SÃO SEBASTIÃO                                                                                 ,RURAL,ANÁPOLIS                                          ,-16.188.109.000.000.000,-49.034.846.999.999.900,8/3/2006,231
52083586,ESCOLA MUNICIPAL PATRICIA PRADO MONTEIRO SEIXO DE BRITO,MUNICIPAL,NÃO POSSUI,ALAMEDA STA MARIA                                                                                   ,SETOR FUMAL                                       ,LUZIÂNIA                                          ,,,8/3/2006,0
